client_id,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
4082,78,1,999,0,,0,2022-05-01
4083,133,1,999,0,,0,2022-05-01
4084,193,6,999,0,,0,2022-05-01
4085,181,1,999,0,,0,2022-05-01
4086,513,1,999,0,,0,2022-05-01
4087,109,2,999,0,,0,2022-05-01
4088,263,1,999,0,,0,2022-05-01
4089,333,1,999,0,,0,2022-05-01
4090,104,1,999,0,,0,2022-05-01
4091,191,4,999,0,,0,2022-05-01
4092,571,1,999,0,,0,2022-05-01
4093,180,1,999,0,,0,2022-05-01
4094,446,3,999,0,,0,2022-05-01
4095,107,2,999,0,,0,2022-05-01
4096,335,3,999,0,,0,2022-05-01
4097,120,3,999,0,,0,2022-05-01
4098,219,2,999,0,,0,2022-05-01
4099,148,1,999,0,,0,2022-05-01
4100,400,2,999,0,,0,2022-05-01
4101,503,2,999,0,,0,2022-05-01
4102,125,5,999,0,,0,2022-05-01
4103,329,1,999,0,,0,2022-05-01
4104,194,3,999,0,,0,2022-05-01
4105,7,1,999,0,,0,2022-05-01
4106,53,1,999,0,,0,2022-05-01
4107,261,56,999,0,,0,2022-05-01
4108,100,1,999,0,,0,2022-05-01
4109,104,1,999,0,,0,2022-05-01
4110,552,3,999,0,,1,2022-05-01
4111,345,1,999,0,,0,2022-05-01
4112,263,1,999,0,,0,2022-05-01
4113,88,6,999,0,,0,2022-05-01
4114,44,39,999,0,,0,2022-05-01
4115,207,3,999,0,,0,2022-05-01
4116,401,2,999,0,,0,2022-05-01
4117,178,5,999,0,,0,2022-05-01
4118,53,5,999,0,,0,2022-05-01
4119,349,2,999,0,,0,2022-05-01
4120,34,9,999,0,,0,2022-05-01
4121,48,3,999,0,,0,2022-05-01
4122,182,11,999,0,,0,2022-05-01
4123,147,1,999,0,,0,2022-05-01
4124,457,5,999,0,,0,2022-05-01
4125,193,1,999,0,,0,2022-05-01
4126,142,3,999,0,,0,2022-05-01
4127,123,2,999,0,,0,2022-05-01
4128,65,3,999,0,,0,2022-05-01
4129,420,1,999,0,,0,2022-05-01
4130,100,2,999,0,,0,2022-05-01
4131,403,2,999,0,,0,2022-05-01
4132,229,3,999,0,,0,2022-05-01
4133,445,2,999,0,,0,2022-05-01
4134,206,4,999,0,,0,2022-05-01
4135,182,2,999,0,,0,2022-05-01
4136,183,2,999,0,,0,2022-05-01
4137,140,2,999,0,,0,2022-05-01
4138,134,3,999,0,,0,2022-05-01
4139,88,35,999,0,,0,2022-05-01
4140,234,13,999,0,,0,2022-05-01
4141,215,3,999,0,,0,2022-05-01
4142,194,5,999,0,,0,2022-05-01
4143,394,2,999,0,,0,2022-05-01
4144,5,2,999,0,,0,2022-05-01
4145,408,2,999,0,,0,2022-05-01
4146,114,2,999,0,,0,2022-05-01
4147,210,2,999,0,,0,2022-05-01
4148,243,6,999,0,,0,2022-05-01
4149,180,6,999,0,,0,2022-05-01
4150,8,2,999,0,,0,2022-05-01
4151,313,2,999,0,,0,2022-05-01
4152,1622,2,999,0,,1,2022-05-01
4153,324,2,999,0,,0,2022-05-01
4154,205,3,999,0,,0,2022-05-01
4155,194,2,999,0,,0,2022-05-01
4156,165,5,999,0,,0,2022-05-01
4157,86,7,999,0,,0,2022-05-01
4158,160,2,999,0,,0,2022-05-01
4159,492,6,999,0,,0,2022-05-01
4160,187,3,999,0,,0,2022-05-01
4161,197,4,999,0,,0,2022-05-01
4162,95,5,999,0,,0,2022-05-01
4163,159,3,999,0,,0,2022-05-01
4164,967,6,999,0,,1,2022-05-01
4165,260,3,999,0,,0,2022-05-01
4166,109,2,999,0,,0,2022-05-01
4167,579,5,999,0,,1,2022-05-01
4168,124,42,999,0,,0,2022-05-01
4169,158,5,999,0,,0,2022-05-01
4170,162,10,999,0,,0,2022-05-01
4171,211,2,999,0,,0,2022-05-01
4172,173,5,999,0,,0,2022-05-01
4173,73,7,999,0,,0,2022-05-01
4174,220,3,999,0,,0,2022-05-01
4175,110,2,999,0,,0,2022-05-01
4176,99,22,999,0,,0,2022-05-01
4177,112,7,999,0,,0,2022-05-01
4178,168,4,999,0,,0,2022-05-01
4179,283,3,999,0,,0,2022-05-01
4180,235,7,999,0,,0,2022-05-01
4181,138,8,999,0,,0,2022-05-01
4182,374,6,999,0,,0,2022-05-01
4183,353,4,999,0,,0,2022-05-01
4184,147,2,999,0,,0,2022-05-01
4185,332,10,999,0,,0,2022-05-01
4186,179,9,999,0,,0,2022-05-01
4187,396,9,999,0,,0,2022-05-01
4188,492,9,999,0,,0,2022-05-01
4189,360,2,999,0,,0,2022-05-01
4190,175,2,999,0,,0,2022-05-01
4191,97,9,999,0,,0,2022-05-01
4192,84,3,999,0,,0,2022-05-01
4193,57,7,999,0,,0,2022-05-01
4194,105,11,999,0,,0,2022-05-01
4195,886,3,999,0,,0,2022-05-01
4196,182,8,999,0,,0,2022-05-01
4197,467,4,999,0,,0,2022-05-01
4198,21,11,999,0,,0,2022-05-01
4199,470,4,999,0,,0,2022-05-01
4200,85,3,999,0,,0,2022-05-01
4201,120,7,999,0,,0,2022-05-01
4202,298,2,999,0,,0,2022-05-01
4203,249,2,999,0,,0,2022-05-01
4204,87,5,999,0,,0,2022-05-01
4205,622,2,999,0,,0,2022-05-01
4206,195,4,999,0,,0,2022-05-01
4207,179,2,999,0,,0,2022-05-01
4208,58,10,999,0,,0,2022-05-01
4209,1218,3,999,0,,1,2022-05-01
4210,500,3,999,0,,0,2022-05-01
4211,66,9,999,0,,0,2022-05-01
4212,328,10,999,0,,0,2022-05-01
4213,3078,4,999,0,,0,2022-05-01
4214,21,7,999,0,,0,2022-05-01
4215,150,1,999,0,,0,2022-05-01
4216,148,5,999,0,,0,2022-05-01
4217,102,1,999,0,,0,2022-05-01
4218,91,1,999,0,,0,2022-05-01
4219,201,1,999,0,,0,2022-05-01
4220,70,1,999,0,,0,2022-05-01
4221,19,15,999,0,,0,2022-05-01
4222,82,9,999,0,,0,2022-05-01
4223,59,1,999,0,,0,2022-05-01
4224,182,1,999,0,,0,2022-05-01
4225,365,4,999,0,,0,2022-05-01
4226,257,1,999,0,,0,2022-05-01
4227,280,1,999,0,,0,2022-05-01
4228,16,10,999,0,,0,2022-05-01
4229,249,1,999,0,,0,2022-05-01
4230,140,1,999,0,,0,2022-05-01
4231,184,1,999,0,,0,2022-05-01
4232,20,12,999,0,,0,2022-05-01
4233,686,1,999,0,,0,2022-05-01
4234,107,2,999,0,,0,2022-05-01
4235,224,1,999,0,,0,2022-05-01
4236,172,1,999,0,,0,2022-05-01
4237,19,1,999,0,,0,2022-05-01
4238,125,4,999,0,,0,2022-05-01
4239,280,1,999,0,,0,2022-05-01
4240,216,1,999,0,,0,2022-05-01
4241,109,1,999,0,,0,2022-05-01
4242,81,1,999,0,,0,2022-05-01
4243,409,2,999,0,,0,2022-05-01
4244,146,1,999,0,,0,2022-05-01
4245,83,1,999,0,,0,2022-05-01
4246,226,1,999,0,,0,2022-05-01
4247,191,1,999,0,,0,2022-05-01
4248,171,1,999,0,,0,2022-05-01
4249,13,12,999,0,,0,2022-05-01
4250,133,1,999,0,,0,2022-05-01
4251,656,1,999,0,,0,2022-05-01
4252,1205,1,999,0,,1,2022-05-01
4253,202,6,999,0,,0,2022-05-01
4254,206,1,999,0,,0,2022-05-01
4255,202,1,999,0,,0,2022-05-01
4256,79,1,999,0,,0,2022-05-01
4257,196,1,999,0,,0,2022-05-01
4258,186,4,999,0,,0,2022-05-01
4259,532,1,999,0,,0,2022-05-01
4260,97,2,999,0,,0,2022-05-01
4261,234,5,999,0,,0,2022-05-01
4262,216,1,999,0,,0,2022-05-01
4263,297,1,999,0,,0,2022-05-01
4264,1882,2,999,0,,1,2022-05-01
4265,243,1,999,0,,0,2022-05-01
4266,98,1,999,0,,0,2022-05-01
4267,81,1,999,0,,0,2022-05-01
4268,1334,1,999,0,,1,2022-05-01
4269,190,1,999,0,,0,2022-05-01
4270,142,3,999,0,,0,2022-05-01
4271,775,1,999,0,,0,2022-05-01
4272,335,1,999,0,,0,2022-05-01
4273,168,1,999,0,,0,2022-05-01
4274,68,2,999,0,,0,2022-05-01
4275,217,1,999,0,,0,2022-05-01
4276,68,1,999,0,,0,2022-05-01
4277,119,1,999,0,,0,2022-05-01
4278,160,1,999,0,,0,2022-05-01
4279,294,10,999,0,,0,2022-05-01
4280,57,1,999,0,,0,2022-05-01
4281,297,2,999,0,,0,2022-05-01
4282,90,1,999,0,,0,2022-05-01
4283,600,1,999,0,,0,2022-05-01
4284,38,1,999,0,,0,2022-05-01
4285,217,1,999,0,,0,2022-05-01
4286,142,1,999,0,,0,2022-05-01
4287,26,1,999,0,,0,2022-05-01
4288,369,1,999,0,,0,2022-05-01
4289,29,1,999,0,,0,2022-05-01
4290,274,1,999,0,,0,2022-05-01
4291,214,1,999,0,,0,2022-05-01
4292,24,1,999,0,,0,2022-05-01
4293,793,2,999,0,,0,2022-05-01
4294,182,2,999,0,,1,2022-05-01
4295,71,1,999,0,,0,2022-05-01
4296,203,1,999,0,,0,2022-05-01
4297,166,1,999,0,,0,2022-05-01
4298,167,1,999,0,,0,2022-05-01
4299,37,1,999,0,,0,2022-05-01
4300,154,1,999,0,,0,2022-05-01
4301,394,1,999,0,,0,2022-05-01
4302,127,1,999,0,,0,2022-05-01
4303,264,1,999,0,,0,2022-05-01
4304,231,1,999,0,,0,2022-05-01
4305,320,1,999,0,,0,2022-05-01
4306,618,1,999,0,,0,2022-05-01
4307,101,1,999,0,,0,2022-05-01
4308,110,1,999,0,,0,2022-05-01
4309,121,3,999,0,,0,2022-05-01
4310,85,1,999,0,,0,2022-05-01
4311,265,1,999,0,,0,2022-05-01
4312,171,1,999,0,,0,2022-05-01
4313,345,1,999,0,,0,2022-05-01
4314,224,1,999,0,,0,2022-05-01
4315,171,1,999,0,,0,2022-05-01
4316,67,1,999,0,,0,2022-05-01
4317,186,1,999,0,,0,2022-05-01
4318,269,1,999,0,,0,2022-05-01
4319,115,1,999,0,,0,2022-05-01
4320,273,1,999,0,,0,2022-05-01
4321,65,1,999,0,,0,2022-05-01
4322,434,1,999,0,,0,2022-05-01
4323,148,1,999,0,,0,2022-05-01
4324,507,1,999,0,,0,2022-05-01
4325,253,1,999,0,,0,2022-05-01
4326,27,1,999,0,,0,2022-05-01
4327,100,1,999,0,,0,2022-05-01
4328,116,1,999,0,,0,2022-05-01
4329,124,1,999,0,,0,2022-05-01
4330,66,2,999,0,,0,2022-05-01
4331,233,2,999,0,,0,2022-05-01
4332,380,1,999,0,,0,2022-05-01
4333,90,1,999,0,,0,2022-05-01
4334,258,1,999,0,,0,2022-05-01
4335,92,2,999,0,,0,2022-05-01
4336,423,1,999,0,,0,2022-05-01
4337,215,2,999,0,,0,2022-05-01
4338,209,1,999,0,,0,2022-05-01
4339,181,1,999,0,,0,2022-05-01
4340,201,1,999,0,,0,2022-05-01
4341,360,6,999,0,,0,2022-05-01
4342,155,1,999,0,,0,2022-05-01
4343,81,2,999,0,,0,2022-05-01
4344,40,1,999,0,,0,2022-05-01
4345,447,1,999,0,,0,2022-05-01
4346,137,1,999,0,,0,2022-05-01
4347,184,1,999,0,,0,2022-05-01
4348,121,1,999,0,,0,2022-05-01
4349,138,4,999,0,,0,2022-05-01
4350,207,6,999,0,,0,2022-05-01
4351,309,1,999,0,,0,2022-05-01
4352,134,1,999,0,,0,2022-05-01
4353,1777,1,999,0,,1,2022-05-01
4354,284,1,999,0,,0,2022-05-01
4355,70,2,999,0,,0,2022-05-01
4356,774,1,999,0,,0,2022-05-01
4357,62,1,999,0,,0,2022-05-01
4358,247,2,999,0,,0,2022-05-01
4359,318,3,999,0,,0,2022-05-01
4360,277,2,999,0,,0,2022-05-01
4361,126,3,999,0,,0,2022-05-01
4362,411,1,999,0,,0,2022-05-01
4363,85,1,999,0,,0,2022-05-01
4364,378,1,999,0,,0,2022-05-01
4365,83,1,999,0,,0,2022-05-01
4366,71,3,999,0,,0,2022-05-01
4367,102,2,999,0,,0,2022-05-01
4368,869,2,999,0,,0,2022-05-01
4369,208,2,999,0,,0,2022-05-01
4370,199,4,999,0,,0,2022-05-01
4371,47,1,999,0,,0,2022-05-01
4372,253,1,999,0,,0,2022-05-01
4373,244,1,999,0,,0,2022-05-01
4374,311,1,999,0,,0,2022-05-01
4375,177,1,999,0,,0,2022-05-01
4376,217,2,999,0,,0,2022-05-01
4377,189,1,999,0,,0,2022-05-01
4378,152,1,999,0,,0,2022-05-01
4379,151,1,999,0,,0,2022-05-01
4380,24,1,999,0,,0,2022-05-01
4381,212,1,999,0,,0,2022-05-01
4382,184,1,999,0,,0,2022-05-01
4383,473,2,999,0,,0,2022-05-01
4384,485,1,999,0,,0,2022-05-01
4385,140,1,999,0,,0,2022-05-01
4386,172,1,999,0,,0,2022-05-01
4387,77,2,999,0,,0,2022-05-01
4388,396,1,999,0,,0,2022-05-01
4389,274,2,999,0,,0,2022-05-01
4390,88,2,999,0,,0,2022-05-01
4391,129,2,999,0,,0,2022-05-01
4392,346,2,999,0,,0,2022-05-01
4393,474,2,999,0,,0,2022-05-01
4394,268,2,999,0,,0,2022-05-01
4395,222,2,999,0,,0,2022-05-01
4396,139,2,999,0,,0,2022-05-01
4397,1313,2,999,0,,0,2022-05-01
4398,72,5,999,0,,0,2022-05-01
4399,309,1,999,0,,0,2022-05-01
4400,61,2,999,0,,0,2022-05-01
4401,246,3,999,0,,0,2022-05-01
4402,205,2,999,0,,0,2022-05-01
4403,347,6,999,0,,0,2022-05-01
4404,381,2,999,0,,0,2022-05-01
4405,355,1,999,0,,0,2022-05-01
4406,256,1,999,0,,0,2022-05-01
4407,211,2,999,0,,0,2022-05-01
4408,211,1,999,0,,0,2022-05-01
4409,66,12,999,0,,0,2022-05-01
4410,1452,10,999,0,,0,2022-05-01
4411,487,2,999,0,,0,2022-05-01
4412,610,2,999,0,,0,2022-05-01
4413,120,1,999,0,,0,2022-05-01
4414,464,2,999,0,,0,2022-05-01
4415,547,7,999,0,,0,2022-05-01
4416,152,2,999,0,,0,2022-05-01
4417,522,1,999,0,,0,2022-05-01
4418,227,9,999,0,,0,2022-05-01
4419,129,2,999,0,,0,2022-05-01
4420,1376,2,999,0,,0,2022-05-01
4421,37,1,999,0,,0,2022-05-01
4422,360,1,999,0,,0,2022-05-01
4423,51,1,999,0,,0,2022-05-01
4424,834,6,999,0,,0,2022-05-01
4425,195,10,999,0,,0,2022-05-01
4426,106,1,999,0,,0,2022-05-01
4427,194,1,999,0,,0,2022-05-01
4428,535,1,999,0,,0,2022-05-01
4429,182,1,999,0,,0,2022-05-01
4430,296,1,999,0,,0,2022-05-01
4431,201,1,999,0,,0,2022-05-01
4432,281,1,999,0,,0,2022-05-01
4433,150,1,999,0,,0,2022-05-01
4434,76,1,999,0,,0,2022-05-01
4435,79,1,999,0,,0,2022-05-01
4436,359,2,999,0,,0,2022-05-01
4437,332,2,999,0,,0,2022-05-01
4438,592,1,999,0,,0,2022-05-01
4439,166,1,999,0,,0,2022-05-01
4440,245,1,999,0,,0,2022-05-01
4441,138,8,999,0,,0,2022-05-01
4442,369,1,999,0,,0,2022-05-01
4443,158,1,999,0,,0,2022-05-01
4444,261,1,999,0,,0,2022-05-01
4445,131,1,999,0,,0,2022-05-01
4446,592,1,999,0,,0,2022-05-01
4447,412,1,999,0,,0,2022-05-01
4448,137,2,999,0,,0,2022-05-01
4449,324,1,999,0,,0,2022-05-01
4450,266,1,999,0,,0,2022-05-01
4451,335,1,999,0,,0,2022-05-01
4452,235,2,999,0,,0,2022-05-01
4453,697,2,999,0,,0,2022-05-01
4454,170,2,999,0,,0,2022-05-01
4455,272,2,999,0,,0,2022-05-01
4456,1042,17,999,0,,0,2022-05-01
4457,271,1,999,0,,0,2022-05-01
4458,378,3,999,0,,0,2022-05-01
4459,107,1,999,0,,0,2022-05-01
4460,78,2,999,0,,0,2022-05-01
4461,383,1,999,0,,0,2022-05-01
4462,185,1,999,0,,0,2022-05-01
4463,254,1,999,0,,0,2022-05-01
4464,107,1,999,0,,0,2022-05-01
4465,157,1,999,0,,0,2022-05-01
4466,85,2,999,0,,0,2022-05-01
4467,249,3,999,0,,0,2022-05-01
4468,163,2,999,0,,0,2022-05-01
4469,112,2,999,0,,0,2022-05-01
4470,188,3,999,0,,0,2022-05-01
4471,148,1,999,0,,0,2022-05-01
4472,145,2,999,0,,0,2022-05-01
4473,415,2,999,0,,0,2022-05-01
4474,742,2,999,0,,0,2022-05-01
4475,129,1,999,0,,0,2022-05-01
4476,37,9,999,0,,0,2022-05-01
4477,120,1,999,0,,0,2022-05-01
4478,185,2,999,0,,0,2022-05-01
4479,1045,1,999,0,,1,2022-05-01
4480,204,1,999,0,,0,2022-05-01
4481,205,2,999,0,,0,2022-05-01
4482,74,2,999,0,,0,2022-05-01
4483,190,2,999,0,,0,2022-05-01
4484,325,3,999,0,,0,2022-05-01
4485,650,3,999,0,,1,2022-05-01
4486,148,2,999,0,,0,2022-05-01
4487,38,8,999,0,,0,2022-05-01
4488,625,2,999,0,,0,2022-05-01
4489,175,3,999,0,,0,2022-05-01
4490,134,3,999,0,,0,2022-05-01
4491,97,8,999,0,,0,2022-05-01
4492,282,2,999,0,,0,2022-05-01
4493,304,2,999,0,,0,2022-05-01
4494,438,2,999,0,,0,2022-05-01
4495,999,3,999,0,,0,2022-05-01
4496,127,2,999,0,,0,2022-05-01
4497,446,2,999,0,,0,2022-05-01
4498,289,3,999,0,,0,2022-05-01
4499,217,4,999,0,,0,2022-05-01
4500,169,1,999,0,,0,2022-05-01
4501,247,3,999,0,,0,2022-05-01
4502,140,1,999,0,,0,2022-05-01
4503,60,6,999,0,,0,2022-05-01
4504,99,1,999,0,,0,2022-05-01
4505,26,14,999,0,,0,2022-05-01
4506,128,6,999,0,,0,2022-05-01
4507,215,3,999,0,,0,2022-05-01
4508,64,1,999,0,,0,2022-05-01
4509,52,10,999,0,,0,2022-05-01
4510,216,2,999,0,,0,2022-05-01
4511,292,1,999,0,,0,2022-05-01
4512,129,7,999,0,,0,2022-05-01
4513,201,4,999,0,,0,2022-05-01
4514,210,2,999,0,,0,2022-05-01
4515,114,1,999,0,,0,2022-05-01
4516,657,1,999,0,,0,2022-05-01
4517,88,1,999,0,,0,2022-05-01
4518,147,2,999,0,,0,2022-05-01
4519,443,1,999,0,,0,2022-05-01
4520,73,1,999,0,,0,2022-05-01
4521,127,8,999,0,,0,2022-05-01
4522,1063,2,999,0,,1,2022-05-01
4523,446,2,999,0,,0,2022-05-01
4524,252,2,999,0,,0,2022-05-01
4525,80,2,999,0,,0,2022-05-01
4526,1446,1,999,0,,0,2022-05-01
4527,144,2,999,0,,0,2022-05-01
4528,412,2,999,0,,0,2022-05-01
4529,222,2,999,0,,0,2022-05-01
4530,29,16,999,0,,0,2022-05-01
4531,165,2,999,0,,0,2022-05-01
4532,154,2,999,0,,0,2022-05-01
4533,202,3,999,0,,0,2022-05-01
4534,723,2,999,0,,0,2022-05-01
4535,550,2,999,0,,0,2022-05-01
4536,130,2,999,0,,0,2022-05-01
4537,192,2,999,0,,0,2022-05-01
4538,146,2,999,0,,0,2022-05-01
4539,239,2,999,0,,0,2022-05-01
4540,304,2,999,0,,0,2022-05-01
4541,114,3,999,0,,0,2022-05-01
4542,139,3,999,0,,0,2022-05-01
4543,445,2,999,0,,0,2022-05-01
4544,139,5,999,0,,0,2022-05-01
4545,16,10,999,0,,0,2022-05-01
4546,169,4,999,0,,0,2022-05-01
4547,125,3,999,0,,0,2022-05-01
4548,266,2,999,0,,0,2022-05-01
4549,446,12,999,0,,0,2022-05-01
4550,267,2,999,0,,0,2022-05-01
4551,6,2,999,0,,0,2022-05-01
4552,15,13,999,0,,0,2022-05-01
4553,172,4,999,0,,0,2022-05-01
4554,94,3,999,0,,0,2022-05-01
4555,268,3,999,0,,0,2022-05-01
4556,130,3,999,0,,0,2022-05-01
4557,70,4,999,0,,0,2022-05-01
4558,91,6,999,0,,0,2022-05-01
4559,324,2,999,0,,0,2022-05-01
4560,465,8,999,0,,0,2022-05-01
4561,274,2,999,0,,0,2022-05-01
4562,300,3,999,0,,0,2022-05-01
4563,191,7,999,0,,0,2022-05-01
4564,56,3,999,0,,0,2022-05-01
4565,189,2,999,0,,0,2022-05-01
4566,236,2,999,0,,0,2022-05-01
4567,137,2,999,0,,0,2022-05-01
4568,614,2,999,0,,0,2022-05-01
4569,363,5,999,0,,0,2022-05-01
4570,418,2,999,0,,0,2022-05-01
4571,221,2,999,0,,0,2022-05-01
4572,96,2,999,0,,0,2022-05-01
4573,119,3,999,0,,0,2022-05-01
4574,103,3,999,0,,0,2022-05-01
4575,10,17,999,0,,0,2022-05-01
4576,216,2,999,0,,0,2022-05-01
4577,484,2,999,0,,0,2022-05-01
4578,485,3,999,0,,0,2022-05-01
4579,404,2,999,0,,0,2022-05-01
4580,175,2,999,0,,0,2022-05-01
4581,138,2,999,0,,0,2022-05-01
4582,243,2,999,0,,0,2022-05-01
4583,919,2,999,0,,0,2022-05-01
4584,203,2,999,0,,0,2022-05-01
4585,247,2,999,0,,0,2022-05-01
4586,89,2,999,0,,0,2022-05-01
4587,185,12,999,0,,0,2022-05-01
4588,777,3,999,0,,0,2022-05-01
4589,340,3,999,0,,0,2022-05-01
4590,110,2,999,0,,0,2022-05-01
4591,256,2,999,0,,0,2022-05-01
4592,165,2,999,0,,0,2022-05-01
4593,54,2,999,0,,0,2022-05-01
4594,26,2,999,0,,0,2022-05-01
4595,350,4,999,0,,0,2022-05-01
4596,226,2,999,0,,0,2022-05-01
4597,167,2,999,0,,0,2022-05-01
4598,47,3,999,0,,0,2022-05-01
4599,214,10,999,0,,0,2022-05-01
4600,446,7,999,0,,0,2022-05-01
4601,153,2,999,0,,0,2022-05-01
4602,181,6,999,0,,0,2022-05-01
4603,747,5,999,0,,0,2022-05-01
4604,214,1,999,0,,0,2022-05-01
4605,270,1,999,0,,0,2022-05-01
4606,37,13,999,0,,0,2022-05-01
4607,129,8,999,0,,0,2022-05-01
4608,72,3,999,0,,0,2022-05-01
4609,1392,2,999,0,,1,2022-05-01
4610,441,9,999,0,,0,2022-05-01
4611,725,1,999,0,,0,2022-05-01
4612,213,3,999,0,,0,2022-05-01
4613,177,10,999,0,,0,2022-05-01
4614,273,4,999,0,,0,2022-05-01
4615,98,2,999,0,,0,2022-05-01
4616,480,4,999,0,,0,2022-05-01
4617,152,1,999,0,,0,2022-05-01
4618,204,2,999,0,,0,2022-05-01
4619,117,1,999,0,,0,2022-05-01
4620,246,3,999,0,,0,2022-05-01
4621,352,5,999,0,,0,2022-05-01
4622,190,1,999,0,,0,2022-05-01
4623,719,1,999,0,,1,2022-05-01
4624,277,1,999,0,,0,2022-05-01
4625,315,1,999,0,,0,2022-05-01
4626,289,1,999,0,,0,2022-05-01
4627,225,1,999,0,,0,2022-05-01
4628,408,1,999,0,,0,2022-05-01
4629,74,1,999,0,,0,2022-05-01
4630,24,1,999,0,,0,2022-05-01
4631,369,1,999,0,,0,2022-05-01
4632,167,1,999,0,,0,2022-05-01
4633,64,3,999,0,,0,2022-05-01
4634,151,1,999,0,,0,2022-05-01
4635,801,1,999,0,,1,2022-05-01
4636,336,1,999,0,,0,2022-05-01
4637,59,1,999,0,,0,2022-05-01
4638,93,1,999,0,,0,2022-05-01
4639,181,1,999,0,,0,2022-05-01
4640,86,6,999,0,,0,2022-05-01
4641,317,1,999,0,,0,2022-05-01
4642,120,1,999,0,,0,2022-05-01
4643,388,1,999,0,,0,2022-05-01
4644,174,1,999,0,,0,2022-05-01
4645,72,1,999,0,,0,2022-05-01
4646,126,1,999,0,,0,2022-05-01
4647,339,1,999,0,,0,2022-05-01
4648,171,5,999,0,,0,2022-05-01
4649,162,1,999,0,,0,2022-05-01
4650,18,28,999,0,,0,2022-05-01
4651,129,1,999,0,,0,2022-05-01
4652,938,1,999,0,,1,2022-05-01
4653,173,1,999,0,,0,2022-05-01
4654,222,1,999,0,,0,2022-05-01
4655,692,1,999,0,,0,2022-05-01
4656,262,2,999,0,,0,2022-05-01
4657,78,1,999,0,,0,2022-05-01
4658,134,5,999,0,,0,2022-05-01
4659,323,1,999,0,,0,2022-05-01
4660,43,1,999,0,,0,2022-05-01
4661,245,1,999,0,,0,2022-05-01
4662,482,1,999,0,,0,2022-05-01
4663,207,2,999,0,,0,2022-05-01
4664,56,1,999,0,,0,2022-05-01
4665,85,2,999,0,,0,2022-05-01
4666,201,1,999,0,,0,2022-05-01
4667,353,1,999,0,,0,2022-05-01
4668,554,3,999,0,,0,2022-05-01
4669,432,1,999,0,,0,2022-05-01
4670,27,2,999,0,,0,2022-05-01
4671,361,1,999,0,,0,2022-05-01
4672,565,1,999,0,,1,2022-05-01
4673,162,1,999,0,,0,2022-05-01
4674,139,1,999,0,,0,2022-05-01
4675,287,3,999,0,,0,2022-05-01
4676,147,1,999,0,,0,2022-05-01
4677,905,1,999,0,,1,2022-05-01
4678,118,1,999,0,,0,2022-05-01
4679,91,1,999,0,,0,2022-05-01
4680,111,5,999,0,,0,2022-05-01
4681,162,1,999,0,,0,2022-05-01
4682,236,1,999,0,,0,2022-05-01
4683,73,1,999,0,,0,2022-05-01
4684,123,1,999,0,,0,2022-05-01
4685,298,2,999,0,,0,2022-05-01
4686,86,1,999,0,,0,2022-05-01
4687,420,1,999,0,,0,2022-05-01
4688,139,2,999,0,,0,2022-05-01
4689,164,1,999,0,,0,2022-05-01
4690,508,1,999,0,,0,2022-05-01
4691,139,1,999,0,,0,2022-05-01
4692,192,1,999,0,,0,2022-05-01
4693,226,1,999,0,,0,2022-05-01
4694,783,2,999,0,,1,2022-05-01
4695,264,2,999,0,,0,2022-05-01
4696,166,1,999,0,,0,2022-05-01
4697,27,1,999,0,,0,2022-05-01
4698,353,1,999,0,,0,2022-05-01
4699,85,1,999,0,,0,2022-05-01
4700,1106,1,999,0,,0,2022-05-01
4701,419,1,999,0,,0,2022-05-01
4702,603,5,999,0,,0,2022-05-01
4703,415,1,999,0,,0,2022-05-01
4704,179,1,999,0,,0,2022-05-01
4705,872,5,999,0,,0,2022-05-01
4706,52,1,999,0,,0,2022-05-01
4707,490,1,999,0,,0,2022-05-01
4708,63,1,999,0,,0,2022-05-01
4709,27,10,999,0,,0,2022-05-01
4710,425,1,999,0,,0,2022-05-01
4711,12,11,999,0,,0,2022-05-01
4712,350,1,999,0,,0,2022-05-01
4713,103,1,999,0,,0,2022-05-01
4714,210,1,999,0,,0,2022-05-01
4715,261,1,999,0,,0,2022-05-01
4716,115,2,999,0,,0,2022-05-01
4717,641,1,999,0,,0,2022-05-01
4718,71,1,999,0,,0,2022-05-01
4719,370,1,999,0,,0,2022-05-01
4720,958,2,999,0,,1,2022-05-01
4721,103,2,999,0,,0,2022-05-01
4722,628,1,999,0,,0,2022-05-01
4723,232,1,999,0,,0,2022-05-01
4724,68,1,999,0,,0,2022-05-01
4725,192,1,999,0,,0,2022-05-01
4726,494,3,999,0,,0,2022-05-01
4727,166,7,999,0,,0,2022-05-01
4728,151,2,999,0,,0,2022-05-01
4729,204,1,999,0,,0,2022-05-01
4730,180,1,999,0,,0,2022-05-01
4731,494,2,999,0,,0,2022-05-01
4732,530,2,999,0,,0,2022-05-01
4733,759,1,999,0,,0,2022-05-01
4734,85,1,999,0,,0,2022-05-01
4735,445,2,999,0,,0,2022-05-01
4736,345,1,999,0,,0,2022-05-01
4737,819,1,999,0,,1,2022-05-01
4738,16,1,999,0,,0,2022-05-01
4739,32,1,999,0,,0,2022-05-01
4740,648,1,999,0,,0,2022-05-01
4741,29,1,999,0,,0,2022-05-01
4742,220,1,999,0,,0,2022-05-01
4743,151,1,999,0,,0,2022-05-01
4744,290,2,999,0,,0,2022-05-01
